year_month,person_or_corporation,state_brazil,default_rate
2023-11-01,P,RO,2.61
2023-11-01,P,RR,3.86
2023-11-01,P,SC,2.87
2023-11-01,P,SP,3.52
2023-11-01,P,SE,4.21
2023-11-01,P,TO,2.66
2023-12-01,P,AC,3.36
2023-12-01,P,AL,4.69
2023-12-01,P,AP,4.09
2023-12-01,P,AM,5.48
2023-12-01,P,BA,4.68
2023-12-01,P,CE,4.77
2023-12-01,P,DF,3.78
2023-12-01,P,ES,3.16
2023-12-01,P,GO,3.00
2023-12-01,P,MA,4.22
2023-12-01,P,MT,2.06
2023-12-01,P,MS,2.70
2023-12-01,P,MG,3.05
2023-12-01,P,PA,4.17
2023-12-01,P,PB,4.47
2023-12-01,P,PR,2.72
2023-12-01,P,PE,5.42
2023-12-01,P,PI,4.23
2023-12-01,P,RJ,5.33
2023-12-01,P,RN,4.76
2023-12-01,P,RS,2.49
2023-12-01,P,RO,2.68
2023-12-01,P,RR,3.83
2023-12-01,P,SC,2.82
2023-12-01,P,SP,3.41
2023-12-01,P,SE,4.14
2023-12-01,P,TO,2.56
2024-01-01,P,AC,3.49
2024-01-01,P,AL,4.64
2024-01-01,P,AP,4.09
2024-01-01,P,AM,5.40
2024-01-01,P,BA,4.68
2024-01-01,P,CE,4.74
2024-01-01,P,DF,3.83
2024-01-01,P,ES,3.21
2024-01-01,P,GO,3.14
2024-01-01,P,MA,4.29
2024-01-01,P,MT,2.11
2024-01-01,P,MS,2.90
2024-01-01,P,MG,3.09
2024-01-01,P,PA,4.16
2024-01-01,P,PB,4.46
2024-01-01,P,PR,2.76
2024-01-01,P,PE,5.36
2024-01-01,P,PI,4.27
2024-01-01,P,RJ,5.33
2024-01-01,P,RN,4.70
2024-01-01,P,RS,2.48
2024-01-01,P,RO,2.76
2024-01-01,P,RR,3.84
2024-01-01,P,SC,2.85
2024-01-01,P,SP,3.45
2024-01-01,P,SE,4.13
2024-01-01,P,TO,2.63
2024-02-01,P,AC,3.48
2024-02-01,P,AL,4.60
2024-02-01,P,AP,4.05
2024-02-01,P,AM,5.25
2024-02-01,P,BA,4.64
2024-02-01,P,CE,4.68
2024-02-01,P,DF,3.85
2024-02-01,P,ES,3.25
2024-02-01,P,GO,3.14
2024-02-01,P,MA,4.27
2024-02-01,P,MT,2.14
2024-02-01,P,MS,2.89
2024-02-01,P,MG,3.13
2024-02-01,P,PA,4.15
2024-02-01,P,PB,4.44
2024-02-01,P,PR,2.75
2024-02-01,P,PE,5.33
2024-02-01,P,PI,4.27
2024-02-01,P,RJ,5.25
2024-02-01,P,RN,4.66
2024-02-01,P,RS,2.51
2024-02-01,P,RO,2.78
2024-02-01,P,RR,3.84
2024-02-01,P,SC,2.84
2024-02-01,P,SP,3.43
2024-02-01,P,SE,4.07
2024-02-01,P,TO,2.76
2024-03-01,P,AC,3.43
2024-03-01,P,AL,4.58
2024-03-01,P,AP,4.01
2024-03-01,P,AM,5.18
2024-03-01,P,BA,4.57
2024-03-01,P,CE,4.69
2024-03-01,P,DF,3.85
2024-03-01,P,ES,3.21
2024-03-01,P,GO,3.16
2024-03-01,P,MA,4.31
2024-03-01,P,MT,2.16
2024-03-01,P,MS,2.94
2024-03-01,P,MG,3.10
2024-03-01,P,PA,4.09
2024-03-01,P,PB,4.41
2024-03-01,P,PR,2.74
2024-03-01,P,PE,5.27
2024-03-01,P,PI,4.25
2024-03-01,P,RJ,5.17
2024-03-01,P,RN,4.61
2024-03-01,P,RS,2.53
2024-03-01,P,RO,2.81
2024-03-01,P,RR,3.88
2024-03-01,P,SC,2.81
2024-03-01,P,SP,3.36
2024-03-01,P,SE,4.00
2024-03-01,P,TO,2.78
2024-04-01,P,AC,3.46
2024-04-01,P,AL,4.59
2024-04-01,P,AP,4.10
2024-04-01,P,AM,5.15
2024-04-01,P,BA,4.59
2024-04-01,P,CE,4.70
2024-04-01,P,DF,3.87
2024-04-01,P,ES,3.19
2024-04-01,P,GO,3.18
2024-04-01,P,MA,4.36
2024-04-01,P,MT,2.22
2024-04-01,P,MS,2.95
2024-04-01,P,MG,3.11
2024-04-01,P,PA,4.09
2024-04-01,P,PB,4.42
2024-04-01,P,PR,2.75
2024-04-01,P,PE,5.25
2024-04-01,P,PI,4.30
2024-04-01,P,RJ,5.13
2024-04-01,P,RN,4.61
2024-04-01,P,RS,2.53
2024-04-01,P,RO,2.85
2024-04-01,P,RR,3.84
2024-04-01,P,SC,2.81
2024-04-01,P,SP,3.41
2024-04-01,P,SE,4.03
2024-04-01,P,TO,2.78
2024-05-01,P,AC,3.54
2024-05-01,P,AL,4.68
2024-05-01,P,AP,4.22
2024-05-01,P,AM,5.26
2024-05-01,P,BA,4.58
2024-05-01,P,CE,4.75
2024-05-01,P,DF,3.88
2024-05-01,P,ES,3.18
2024-05-01,P,GO,3.23
2024-05-01,P,MA,4.35
2024-05-01,P,MT,2.31
2024-05-01,P,MS,3.07
2024-05-01,P,MG,3.16
2024-05-01,P,PA,4.15
2024-05-01,P,PB,4.44
2024-05-01,P,PR,2.83
2024-05-01,P,PE,5.24
2024-05-01,P,PI,4.35
2024-05-01,P,RJ,5.14
2024-05-01,P,RN,4.65
2024-05-01,P,RS,2.60
2024-05-01,P,RO,2.99
2024-05-01,P,RR,3.91
2024-05-01,P,SC,2.87
2024-05-01,P,SP,3.46
2024-05-01,P,SE,4.08
2024-05-01,P,TO,2.97
2024-06-01,P,AC,3.50
2024-06-01,P,AL,4.62
2024-06-01,P,AP,4.11
2024-06-01,P,AM,5.14
2024-06-01,P,BA,4.51
2024-06-01,P,CE,4.61
2024-06-01,P,DF,3.75
2024-06-01,P,ES,3.06
2024-06-01,P,GO,3.16
2024-06-01,P,MA,4.17
2024-06-01,P,MT,2.30
2024-06-01,P,MS,3.09
2024-06-01,P,MG,3.09
2024-06-01,P,PA,4.09
2024-06-01,P,PB,4.32
2024-06-01,P,PR,2.76
2024-06-01,P,PE,5.09
2024-06-01,P,PI,4.24
2024-06-01,P,RJ,5.04
2024-06-01,P,RN,4.50
2024-06-01,P,RS,2.61
2024-06-01,P,RO,3.07
2024-06-01,P,RR,3.91
2024-06-01,P,SC,2.79
2024-06-01,P,SP,3.40
2024-06-01,P,SE,3.97
2024-06-01,P,TO,2.88
2024-07-01,P,AC,3.49
2024-07-01,P,AL,4.63
2024-07-01,P,AP,4.13
2024-07-01,P,AM,5.14
2024-07-01,P,BA,4.52
2024-07-01,P,CE,4.58
2024-07-01,P,DF,3.78
2024-07-01,P,ES,3.04
2024-07-01,P,GO,3.44
2024-07-01,P,MA,4.17
2024-07-01,P,MT,2.58
2024-07-01,P,MS,3.69
2024-07-01,P,MG,3.11
2024-07-01,P,PA,4.14
2024-07-01,P,PB,4.26
2024-07-01,P,PR,2.87
2024-07-01,P,PE,5.05
2024-07-01,P,PI,4.19
2024-07-01,P,RJ,5.02
2024-07-01,P,RN,4.49
2024-07-01,P,RS,2.61
2024-07-01,P,RO,3.16
2024-07-01,P,RR,3.90
2024-07-01,P,SC,2.82
2024-07-01,P,SP,3.43
2024-07-01,P,SE,4.01
2024-07-01,P,TO,3.12
2024-08-01,P,AC,3.44
2024-08-01,P,AL,4.63
2024-08-01,P,AP,4.04
2024-08-01,P,AM,5.06
2024-08-01,P,BA,4.47
2024-08-01,P,CE,4.50
2024-08-01,P,DF,3.74
2024-08-01,P,ES,3.00
2024-08-01,P,GO,3.77
2024-08-01,P,MA,4.16
2024-08-01,P,MT,2.89
2024-08-01,P,MS,4.10
2024-08-01,P,MG,3.16
2024-08-01,P,PA,4.14
2024-08-01,P,PB,4.21
2024-08-01,P,PR,3.02
2024-08-01,P,PE,4.97
2024-08-01,P,PI,4.13
2024-08-01,P,RJ,4.98
2024-08-01,P,RN,4.45
2024-08-01,P,RS,2.58
2024-08-01,P,RO,3.24
2024-08-01,P,RR,3.82
2024-08-01,P,SC,2.81
2024-08-01,P,SP,3.42
2024-08-01,P,SE,4.00
2024-08-01,P,TO,3.41
2024-09-01,P,AC,3.58
2024-09-01,P,AL,4.59
2024-09-01,P,AP,4.06
2024-09-01,P,AM,4.99
2024-09-01,P,BA,4.41
2024-09-01,P,CE,4.44
2024-09-01,P,DF,3.52
2024-09-01,P,ES,2.96
2024-09-01,P,GO,3.74
2024-09-01,P,MA,4.24
2024-09-01,P,MT,2.91
2024-09-01,P,MS,4.10
2024-09-01,P,MG,3.16
2024-09-01,P,PA,4.16
2024-09-01,P,PB,4.13
2024-09-01,P,PR,3.00
2024-09-01,P,PE,4.88
2024-09-01,P,PI,4.09
2024-09-01,P,RJ,4.89
2024-09-01,P,RN,4.43
2024-09-01,P,RS,2.54
2024-09-01,P,RO,3.24
2024-09-01,P,RR,3.92
2024-09-01,P,SC,2.78
2024-09-01,P,SP,3.39
2024-09-01,P,SE,3.98
2024-09-01,P,TO,3.56
2024-10-01,P,AC,3.59
2024-10-01,P,AL,4.59
2024-10-01,P,AP,3.98
2024-10-01,P,AM,4.87
2024-10-01,P,BA,4.35
2024-10-01,P,CE,4.35
2024-10-01,P,DF,3.46
2024-10-01,P,ES,2.94
2024-10-01,P,GO,3.64
2024-10-01,P,MA,4.18
2024-10-01,P,MT,2.93
2024-10-01,P,MS,3.94
2024-10-01,P,MG,3.14
2024-10-01,P,PA,4.22
2024-10-01,P,PB,4.01
2024-10-01,P,PR,2.97
2024-10-01,P,PE,4.78
2024-10-01,P,PI,4.00
2024-10-01,P,RJ,4.84
2024-10-01,P,RN,4.32
2024-10-01,P,RS,2.48
2024-10-01,P,RO,3.26
2024-10-01,P,RR,3.93
2024-10-01,P,SC,2.74
2024-10-01,P,SP,3.35
2024-10-01,P,SE,3.94
2024-10-01,P,TO,3.50
2004-01-01,C,AC,1.43
2004-01-01,C,AL,2.04
2004-01-01,C,AP,1.40
2004-01-01,C,AM,3.84
2004-01-01,C,BA,2.14
2004-01-01,C,CE,3.89
2004-01-01,C,DF,1.13
2004-01-01,C,ES,1.06
2004-01-01,C,GO,1.83
2004-01-01,C,MA,16.76
2004-01-01,C,MT,0.77
2004-01-01,C,MS,1.65
2004-01-01,C,MG,1.37
2004-01-01,C,PA,0.90
2004-01-01,C,PB,3.19
2004-01-01,C,PR,1.71
2004-01-01,C,PE,3.67
2004-01-01,C,PI,4.47
2004-01-01,C,RJ,6.20
2004-01-01,C,RN,3.20
2004-01-01,C,RS,1.61
2004-01-01,C,RO,4.74
2004-01-01,C,RR,0.37
2004-01-01,C,SC,6.05
2004-01-01,C,SP,2.80
2004-01-01,C,SE,2.83
2004-01-01,C,TO,1.80
2004-02-01,C,AC,1.61
2004-02-01,C,AL,2.08
2004-02-01,C,AP,1.94
2004-02-01,C,AM,3.24
2004-02-01,C,BA,1.79
2004-02-01,C,CE,3.66
2004-02-01,C,DF,1.20
2004-02-01,C,ES,1.35
2004-02-01,C,GO,1.96
2004-02-01,C,MA,16.50
2004-02-01,C,MT,0.84
2004-02-01,C,MS,1.71
2004-02-01,C,MG,1.80
2004-02-01,C,PA,0.93
2004-02-01,C,PB,3.94
2004-02-01,C,PR,1.71
2004-02-01,C,PE,3.69
2004-02-01,C,PI,4.18
2004-02-01,C,RJ,6.53
2004-02-01,C,RN,4.29
2004-02-01,C,RS,1.68
2004-02-01,C,RO,4.83
2004-02-01,C,RR,0.36
2004-02-01,C,SC,5.69
2004-02-01,C,SP,1.52
2004-02-01,C,SE,2.85
2004-02-01,C,TO,2.20
2004-03-01,C,AC,1.52
2004-03-01,C,AL,1.85
2004-03-01,C,AP,2.03
2004-03-01,C,AM,3.03
2004-03-01,C,BA,1.68
2004-03-01,C,CE,3.44
2004-03-01,C,DF,1.02
2004-03-01,C,ES,1.37
2004-03-01,C,GO,2.18
2004-03-01,C,MA,11.44
2004-03-01,C,MT,1.56
2004-03-01,C,MS,1.64
2004-03-01,C,MG,1.58
2004-03-01,C,PA,1.28
2004-03-01,C,PB,4.28
2004-03-01,C,PR,1.86
2004-03-01,C,PE,3.71
2004-03-01,C,PI,3.54
2004-03-01,C,RJ,5.82
2004-03-01,C,RN,4.39
2004-03-01,C,RS,1.67
2004-03-01,C,RO,3.89
2004-03-01,C,RR,0.40
2004-03-01,C,SC,3.34
2004-03-01,C,SP,1.55
2004-03-01,C,SE,2.24
2004-03-01,C,TO,2.59
2004-04-01,C,AC,1.58
2004-04-01,C,AL,2.14
2004-04-01,C,AP,2.62
2004-04-01,C,AM,2.92
2004-04-01,C,BA,1.70
2004-04-01,C,CE,3.10
2004-04-01,C,DF,0.94
2004-04-01,C,ES,1.77
2004-04-01,C,GO,2.03
2004-04-01,C,MA,11.08
2004-04-01,C,MT,1.14
2004-04-01,C,MS,1.62
2004-04-01,C,MG,1.62
2004-04-01,C,PA,1.42
2004-04-01,C,PB,3.93
2004-04-01,C,PR,1.84
2004-04-01,C,PE,3.62
2004-04-01,C,PI,3.62
2004-04-01,C,RJ,6.63
2004-04-01,C,RN,4.32
2004-04-01,C,RS,1.71
2004-04-01,C,RO,4.41
2004-04-01,C,RR,0.38
2004-04-01,C,SC,2.46
2004-04-01,C,SP,1.62
2004-04-01,C,SE,2.20
2004-04-01,C,TO,2.22
2004-05-01,C,AC,1.73
2004-05-01,C,AL,2.66
2004-05-01,C,AP,2.12
2004-05-01,C,AM,3.02
2004-05-01,C,BA,1.66
2004-05-01,C,CE,2.73
2004-05-01,C,DF,0.89
2004-05-01,C,ES,1.48
2004-05-01,C,GO,2.26
2004-05-01,C,MA,8.16
2004-05-01,C,MT,1.00
2004-05-01,C,MS,1.68
2004-05-01,C,MG,1.62
2004-05-01,C,PA,1.48
2004-05-01,C,PB,4.17
2004-05-01,C,PR,1.78
2004-05-01,C,PE,3.40
2004-05-01,C,PI,2.90
2004-05-01,C,RJ,5.72
2004-05-01,C,RN,4.23
2004-05-01,C,RS,1.57
2004-05-01,C,RO,4.82
2004-05-01,C,RR,0.42
2004-05-01,C,SC,1.80
2004-05-01,C,SP,1.79
2004-05-01,C,SE,2.16
2004-05-01,C,TO,2.02
2004-06-01,C,AC,1.73
2004-06-01,C,AL,1.31
2004-06-01,C,AP,2.15
2004-06-01,C,AM,1.27
2004-06-01,C,BA,1.56
2004-06-01,C,CE,2.69
2004-06-01,C,DF,0.93
2004-06-01,C,ES,1.33
2004-06-01,C,GO,2.24
2004-06-01,C,MA,9.65
2004-06-01,C,MT,0.81
2004-06-01,C,MS,1.57
2004-06-01,C,MG,1.66
2004-06-01,C,PA,0.89
2004-06-01,C,PB,4.23
2004-06-01,C,PR,1.44
2004-06-01,C,PE,3.12
2004-06-01,C,PI,3.14
2004-06-01,C,RJ,5.40
2004-06-01,C,RN,3.96
2004-06-01,C,RS,1.38
2004-06-01,C,RO,4.09
2004-06-01,C,RR,0.41
2004-06-01,C,SC,2.07
2004-06-01,C,SP,1.63
2004-06-01,C,SE,2.06
2004-06-01,C,TO,1.79
2004-07-01,C,AC,1.69
2004-07-01,C,AL,1.29
2004-07-01,C,AP,1.73
2004-07-01,C,AM,1.50
2004-07-01,C,BA,1.62
2004-07-01,C,CE,2.82
2004-07-01,C,DF,0.75
2004-07-01,C,ES,1.48
2004-07-01,C,GO,2.12
2004-07-01,C,MA,9.89
2004-07-01,C,MT,1.08
2004-07-01,C,MS,1.59
2004-07-01,C,MG,1.65
2004-07-01,C,PA,0.98
2004-07-01,C,PB,3.43
2004-07-01,C,PR,1.38
2004-07-01,C,PE,2.83
2004-07-01,C,PI,3.19
2004-07-01,C,RJ,6.27
2004-07-01,C,RN,3.18
2004-07-01,C,RS,1.34
2004-07-01,C,RO,4.11
2004-07-01,C,RR,0.40
2004-07-01,C,SC,1.92
2004-07-01,C,SP,1.56
2004-07-01,C,SE,2.38
2004-07-01,C,TO,1.87
2004-08-01,C,AC,1.60
2004-08-01,C,AL,1.49
2004-08-01,C,AP,2.51
2004-08-01,C,AM,1.37
2004-08-01,C,BA,1.45
2004-08-01,C,CE,2.88
2004-08-01,C,DF,0.70
2004-08-01,C,ES,1.50
2004-08-01,C,GO,2.08
2004-08-01,C,MA,8.17
2004-08-01,C,MT,0.96
2004-08-01,C,MS,1.61
2004-08-01,C,MG,1.60
2004-08-01,C,PA,1.07
2004-08-01,C,PB,3.49
2004-08-01,C,PR,1.44
2004-08-01,C,PE,3.60
2004-08-01,C,PI,3.17
2004-08-01,C,RJ,5.78
2004-08-01,C,RN,3.04
2004-08-01,C,RS,1.36
2004-08-01,C,RO,4.13
2004-08-01,C,RR,0.42
2004-08-01,C,SC,1.66
2004-08-01,C,SP,1.42
2004-08-01,C,SE,2.23
2004-08-01,C,TO,1.78
2004-09-01,C,AC,1.66
2004-09-01,C,AL,1.54
2004-09-01,C,AP,2.66
2004-09-01,C,AM,1.41
2004-09-01,C,BA,1.34
2004-09-01,C,CE,2.68
2004-09-01,C,DF,0.70
2004-09-01,C,ES,1.26
2004-09-01,C,GO,2.08
2004-09-01,C,MA,8.02
2004-09-01,C,MT,0.91
2004-09-01,C,MS,1.62
2004-09-01,C,MG,1.79
2004-09-01,C,PA,1.27
2004-09-01,C,PB,4.08
2004-09-01,C,PR,1.40
2004-09-01,C,PE,3.66
2004-09-01,C,PI,3.29
2004-09-01,C,RJ,5.29
2004-09-01,C,RN,3.23
2004-09-01,C,RS,1.29
2004-09-01,C,RO,3.65
2004-09-01,C,RR,0.45
2004-09-01,C,SC,1.58
2004-09-01,C,SP,1.36
2004-09-01,C,SE,2.43
2004-09-01,C,TO,1.66
2004-10-01,C,AC,1.67
2004-10-01,C,AL,1.27
2004-10-01,C,AP,2.62
2004-10-01,C,AM,1.20
2004-10-01,C,BA,1.37
2004-10-01,C,CE,2.49
2004-10-01,C,DF,0.68
2004-10-01,C,ES,1.25
2004-10-01,C,GO,1.75
2004-10-01,C,MA,9.77
2004-10-01,C,MT,0.73
2004-10-01,C,MS,1.31
2004-10-01,C,MG,1.28
2004-10-01,C,PA,1.28
2004-10-01,C,PB,3.94
2004-10-01,C,PR,1.41
2004-10-01,C,PE,3.11
2004-10-01,C,PI,3.17
2004-10-01,C,RJ,5.19
2004-10-01,C,RN,3.06
2004-10-01,C,RS,1.34
2004-10-01,C,RO,2.98
2004-10-01,C,RR,0.46
2004-10-01,C,SC,1.53
2004-10-01,C,SP,1.28
2004-10-01,C,SE,2.02
2004-10-01,C,TO,1.63
2004-11-01,C,AC,1.79
2004-11-01,C,AL,1.39
2004-11-01,C,AP,2.93
2004-11-01,C,AM,1.16
2004-11-01,C,BA,1.29
2004-11-01,C,CE,2.52
2004-11-01,C,DF,0.69
2004-11-01,C,ES,1.36
2004-11-01,C,GO,1.81
2004-11-01,C,MA,9.28
2004-11-01,C,MT,1.19
2004-11-01,C,MS,1.27
2004-11-01,C,MG,1.18
2004-11-01,C,PA,1.35
2004-11-01,C,PB,3.62
2004-11-01,C,PR,1.39
2004-11-01,C,PE,2.93
2004-11-01,C,PI,3.01
2004-11-01,C,RJ,5.25
2004-11-01,C,RN,3.18
2004-11-01,C,RS,1.33
2004-11-01,C,RO,2.90
2004-11-01,C,RR,0.58
2004-11-01,C,SC,1.58
2004-11-01,C,SP,1.32
2004-11-01,C,SE,2.14
2004-11-01,C,TO,1.62
2004-12-01,C,AC,1.75
2004-12-01,C,AL,1.41
2004-12-01,C,AP,2.47
2004-12-01,C,AM,0.92
2004-12-01,C,BA,1.22
2004-12-01,C,CE,2.50
2004-12-01,C,DF,0.88
2004-12-01,C,ES,2.38
2004-12-01,C,GO,1.76
2004-12-01,C,MA,9.34
2004-12-01,C,MT,0.88
2004-12-01,C,MS,1.52
2004-12-01,C,MG,1.07
2004-12-01,C,PA,1.26
2004-12-01,C,PB,3.50
2004-12-01,C,PR,1.40
2004-12-01,C,PE,2.95
2004-12-01,C,PI,3.10
2004-12-01,C,RJ,4.73
2004-12-01,C,RN,2.86
2004-12-01,C,RS,1.21
2004-12-01,C,RO,2.73
2004-12-01,C,RR,0.65
2004-12-01,C,SC,1.90
2004-12-01,C,SP,1.32
2004-12-01,C,SE,2.01
2004-12-01,C,TO,1.70
2005-01-01,C,AC,1.69
2005-01-01,C,AL,1.51
2005-01-01,C,AP,2.46
2005-01-01,C,AM,0.98
2005-01-01,C,BA,1.23
2005-01-01,C,CE,2.55
2005-01-01,C,DF,0.78
2005-01-01,C,ES,2.56
2005-01-01,C,GO,1.76
2005-01-01,C,MA,9.13
2005-01-01,C,MT,1.28
2005-01-01,C,MS,1.48
2005-01-01,C,MG,1.13
2005-01-01,C,PA,1.29
2005-01-01,C,PB,3.43
2005-01-01,C,PR,1.38
2005-01-01,C,PE,3.12
2005-01-01,C,PI,3.10
2005-01-01,C,RJ,4.66
2005-01-01,C,RN,2.84
2005-01-01,C,RS,1.17
2005-01-01,C,RO,2.69
2005-01-01,C,RR,0.69
2005-01-01,C,SC,2.01
2005-01-01,C,SP,1.27
2005-01-01,C,SE,2.10
2005-01-01,C,TO,1.85
2005-02-01,C,AC,2.36
2005-02-01,C,AL,1.51
2005-02-01,C,AP,2.19
2005-02-01,C,AM,1.73
2005-02-01,C,BA,1.27
2005-02-01,C,CE,3.51
2005-02-01,C,DF,0.83
2005-02-01,C,ES,3.12
2005-02-01,C,GO,1.85
2005-02-01,C,MA,8.84
2005-02-01,C,MT,1.25
2005-02-01,C,MS,1.39
2005-02-01,C,MG,1.23
2005-02-01,C,PA,1.40
2005-02-01,C,PB,4.33
2005-02-01,C,PR,1.39
2005-02-01,C,PE,3.17
2005-02-01,C,PI,3.08
2005-02-01,C,RJ,4.62
2005-02-01,C,RN,3.07
2005-02-01,C,RS,1.20
2005-02-01,C,RO,2.82
2005-02-01,C,RR,0.76
2005-02-01,C,SC,2.00
2005-02-01,C,SP,1.36
2005-02-01,C,SE,2.01
2005-02-01,C,TO,2.81
2005-03-01,C,AC,2.03
2005-03-01,C,AL,3.20
2005-03-01,C,AP,2.54
2005-03-01,C,AM,2.08
2005-03-01,C,BA,1.33
2005-03-01,C,CE,2.64
2005-03-01,C,DF,1.10
2005-03-01,C,ES,2.80
2005-03-01,C,GO,1.96
2005-03-01,C,MA,9.13
2005-03-01,C,MT,1.59
2005-03-01,C,MS,1.51
2005-03-01,C,MG,1.37
2005-03-01,C,PA,1.47
2005-03-01,C,PB,4.22
2005-03-01,C,PR,1.48
2005-03-01,C,PE,2.99
2005-03-01,C,PI,3.18
2005-03-01,C,RJ,4.80
2005-03-01,C,RN,3.32
2005-03-01,C,RS,1.27
2005-03-01,C,RO,2.74
2005-03-01,C,RR,0.90
2005-03-01,C,SC,2.32
2005-03-01,C,SP,1.52
2005-03-01,C,SE,2.23
2005-03-01,C,TO,2.97
2005-04-01,C,AC,2.22
2005-04-01,C,AL,3.39
2005-04-01,C,AP,2.42
2005-04-01,C,AM,2.37
2005-04-01,C,BA,1.78
2005-04-01,C,CE,2.56
2005-04-01,C,DF,1.21
2005-04-01,C,ES,2.89
2005-04-01,C,GO,2.33
2005-04-01,C,MA,8.98
2005-04-01,C,MT,1.70
2005-04-01,C,MS,1.64
2005-04-01,C,MG,1.45
2005-04-01,C,PA,1.26
2005-04-01,C,PB,4.14
2005-04-01,C,PR,1.70
2005-04-01,C,PE,3.17
2005-04-01,C,PI,3.32
2005-04-01,C,RJ,4.76
2005-04-01,C,RN,3.83
2005-04-01,C,RS,1.53
2005-04-01,C,RO,2.80
2005-04-01,C,RR,0.87
2005-04-01,C,SC,3.24
2005-04-01,C,SP,1.71
2005-04-01,C,SE,2.17
2005-04-01,C,TO,3.05
2005-05-01,C,AC,2.22
2005-05-01,C,AL,3.50
2005-05-01,C,AP,2.50
2005-05-01,C,AM,1.89
2005-05-01,C,BA,1.75
2005-05-01,C,CE,2.39
2005-05-01,C,DF,1.03
2005-05-01,C,ES,0.99
2005-05-01,C,GO,2.29
2005-05-01,C,MA,8.60
2005-05-01,C,MT,1.63
2005-05-01,C,MS,1.77
2005-05-01,C,MG,1.31
2005-05-01,C,PA,1.39
2005-05-01,C,PB,3.61
2005-05-01,C,PR,1.23
2005-05-01,C,PE,3.01
2005-05-01,C,PI,3.06
2005-05-01,C,RJ,4.08
2005-05-01,C,RN,3.96
2005-05-01,C,RS,1.50
2005-05-01,C,RO,2.74
2005-05-01,C,RR,0.83
2005-05-01,C,SC,1.94
2005-05-01,C,SP,1.36
2005-05-01,C,SE,2.23
2005-05-01,C,TO,2.86
2005-06-01,C,AC,1.73
2005-06-01,C,AL,4.71
2005-06-01,C,AP,2.36
2005-06-01,C,AM,1.57
2005-06-01,C,BA,1.52
2005-06-01,C,CE,2.40
2005-06-01,C,DF,1.00
2005-06-01,C,ES,0.84
2005-06-01,C,GO,2.39
2005-06-01,C,MA,8.34
2005-06-01,C,MT,1.67
2005-06-01,C,MS,1.75
2005-06-01,C,MG,1.30
2005-06-01,C,PA,1.38
2005-06-01,C,PB,3.39
2005-06-01,C,PR,1.24
2005-06-01,C,PE,3.12
2005-06-01,C,PI,2.95
2005-06-01,C,RJ,4.59
2005-06-01,C,RN,3.66
2005-06-01,C,RS,1.51
2005-06-01,C,RO,2.75
2005-06-01,C,RR,0.79
2005-06-01,C,SC,2.01
2005-06-01,C,SP,1.29
2005-06-01,C,SE,2.24
2005-06-01,C,TO,2.97
2005-07-01,C,AC,1.75
2005-07-01,C,AL,4.52
2005-07-01,C,AP,2.30
2005-07-01,C,AM,1.40
2005-07-01,C,BA,1.43
2005-07-01,C,CE,2.45
2005-07-01,C,DF,1.04
2005-07-01,C,ES,0.93
2005-07-01,C,GO,2.34
2005-07-01,C,MA,8.52
2005-07-01,C,MT,2.08
2005-07-01,C,MS,1.88
2005-07-01,C,MG,1.33
2005-07-01,C,PA,1.41
2005-07-01,C,PB,3.32
2005-07-01,C,PR,1.41
2005-07-01,C,PE,3.03
2005-07-01,C,PI,2.76
2005-07-01,C,RJ,4.52
2005-07-01,C,RN,3.71
2005-07-01,C,RS,1.68
2005-07-01,C,RO,3.18
2005-07-01,C,RR,0.76
2005-07-01,C,SC,2.02
2005-07-01,C,SP,1.36
2005-07-01,C,SE,2.38
2005-07-01,C,TO,3.06
2005-08-01,C,AC,1.78
2005-08-01,C,AL,4.76
2005-08-01,C,AP,2.03
2005-08-01,C,AM,1.59
2005-08-01,C,BA,1.43
2005-08-01,C,CE,2.52
2005-08-01,C,DF,1.06
2005-08-01,C,ES,1.11
2005-08-01,C,GO,2.76
2005-08-01,C,MA,8.49
2005-08-01,C,MT,2.40
2005-08-01,C,MS,1.84
2005-08-01,C,MG,1.28
2005-08-01,C,PA,1.41
2005-08-01,C,PB,3.23
2005-08-01,C,PR,1.23
2005-08-01,C,PE,3.17
2005-08-01,C,PI,2.99
2005-08-01,C,RJ,4.52
2005-08-01,C,RN,3.03
2005-08-01,C,RS,1.78
2005-08-01,C,RO,4.89
2005-08-01,C,RR,0.75
2005-08-01,C,SC,2.10
2005-08-01,C,SP,1.25
2005-08-01,C,SE,2.15
2005-08-01,C,TO,2.82
2005-09-01,C,AC,1.76
2005-09-01,C,AL,4.91
2005-09-01,C,AP,1.94
2005-09-01,C,AM,1.52
2005-09-01,C,BA,1.31
2005-09-01,C,CE,2.41
2005-09-01,C,DF,0.87
2005-09-01,C,ES,1.11
2005-09-01,C,GO,2.67
2005-09-01,C,MA,5.47
2005-09-01,C,MT,2.78
2005-09-01,C,MS,1.76
2005-09-01,C,MG,1.64
2005-09-01,C,PA,1.50
2005-09-01,C,PB,3.14
2005-09-01,C,PR,1.42
2005-09-01,C,PE,3.28
2005-09-01,C,PI,2.85
2005-09-01,C,RJ,4.49
2005-09-01,C,RN,2.97
2005-09-01,C,RS,2.00
2005-09-01,C,RO,4.99
2005-09-01,C,RR,0.87
2005-09-01,C,SC,1.84
2005-09-01,C,SP,1.38
2005-09-01,C,SE,2.10
2005-09-01,C,TO,2.55
2005-10-01,C,AC,1.93
